,content,id,lat,location,lon,time,user,user_id
1034,@ivy35k Where at?,970858487654895616,,"Boston, MA",,2018-03-06 03:07:55,aliki_koukla,4551572548
1035,RT @inarliswetrust: The owner. Give it back https://t.co/Xqf2ujROYu,970858486673403904,,"Atlanta, GA",,2018-03-06 03:07:55,QveenDenae,2917403105
1036,RT @_KevinSosa_: I could really use a hug rn,970858485549281280,,"Houston, TX",,2018-03-06 03:07:55,xokatherineee_,741285552704495616
1037,Soon to come: New Episode of Ladies Night Out Hosted by Christina A &amp; Julz Crown!!! Only on Royalty Radio 617!!! https://t.co/tORooXTatF,970858485171802112,,"Boston, MA",,2018-03-06 03:07:55,REGALMNGTTEAM,2498921502
1039,RT @irishrygirl: Teachers who are on strike in WV pooled their money together to make sure the 67% of kids who get free lunches will still…,970858481975791616,,"Rockville, MD",,2018-03-06 03:07:54,LW1023,826526876285952000
104,"@OGHAVANA @owenkane55 @iestyn5001 @Macho_Grande1 Once again, Jan, you nail it.",970859242277294080,,"Boston, MA",,2018-03-06 03:10:55,cfarrell_boxing,3181348329
1040,@honeychocolate9 @MPatsRedSox @MP_DESIGNS_Bx @billmcm67 @bill77ray @vanessa_frisoli @DLRodarte Good Night! Hugs! https://t.co/U4NSVqUwPe,970858481426169856,,"Boston, MA",,2018-03-06 03:07:54,BostonSprtsNews,753321800
1041,BuzzFeed News: Terror Content Must Be Cut From Social Media Within An Hour In EU. https://t.co/HFqHX3Rxe3,970858481149530112,,"Boston, MA",,2018-03-06 03:07:54,bsubra,80648956
1042,Analysts See $1.24 EPS for Cintas Corporation (CTA...,970858480365195264,,"Boston, MA",,2018-03-06 03:07:54,wosaikeneriki,114274155
1043,@StephPerezz 🌨☀️⛅️🌧,970858479492755456,,"Boston, MA",,2018-03-06 03:07:53,dorianrcastro,386120434
1044,Wonder who you lost to https://t.co/Pwldeob4sF,970858479396245504,,Massachusetts,,2018-03-06 03:07:53,CuhWristChin,226791156
1045,I love this #SymphonyOfDestruction #RAW,970858479119413248,,"Boston, MA",,2018-03-06 03:07:53,WiseGuyYT,2798800407
1047,"@SilkyJohnson423 Shook, shookth, shookthedingestierhahashookingsynth😍🙌❤️",970858477722722304,,"Boston, MA",,2018-03-06 03:07:53,danneyman057,2307282158
1048,Cancer mood @420EXP https://t.co/uunjYweX0v,970858476737126400,,"Boston, MA",,2018-03-06 03:07:53,0atsBear,3264649209
105,@FrancescaOnAirr Because she is neither a tila nor a tequila?,970859241903919104,,"Boston, MA",,2018-03-06 03:10:55,4SeasonsComedy,1410150463
1050,RT @mdanilova: Watching this trainwreck like #thebachelor #thebachelorfinale https://t.co/gO7eNgYuGR,970858475667456000,,"Phenix City, AL",,2018-03-06 03:07:52,Buttwell_21,617356818
1052,RT @cadymico: Just cause someone doesn't complain about all their issues and problems... Doesn't mean they don't have any.,970858473754836992,,"New Jersey, USA",,2018-03-06 03:07:52,MRepace,1663988179
1053,Zimbabwe’s currency crisis https://t.co/tsr1jotVtT,970858473100541952,,"Boston, MA",,2018-03-06 03:07:52,JUDGEMENTDAY_0,4825840012
1054,RT @inarliswetrust: The owner. Give it back https://t.co/Xqf2ujROYu,970858472618291200,,the marvel universe,,2018-03-06 03:07:52,Unmagiically,779750358
1055,Is it unreasonable to ask two guys to sit closer to each other so the whole bar doesn't have to listen to them comp… https://t.co/xwuMGn8HdS,970858471653601280,,"Boston, MA",,2018-03-06 03:07:51,slathering,15462464
1056,"RT @CsBleedGreen: #Celtics crush the Bulls 105-89!!!

Brown- 21pts, 4rbs, 3ast
Horford- 13pts, 7rbs, 2ast
Tatum- 14pts, 5rbs, 2ast
Rozier-…",970858471062163456,,"Nunyabinez, Wakanda",,2018-03-06 03:07:51,Cutrolosophy,47401956
1057,RT @SaraCivian: Hey baby r u goaltender interference because I have literally no idea what this is or where it's going,970858470881841152,,"Los Angeles, CA",,2018-03-06 03:07:51,TheMartyGriffin,545553847
1058,"@miss_somerset Length is definitely an issue. Also no one wants to see the same speech 30 times over 4 hrs. 

Edgie… https://t.co/PcrB35itwa",970858470785286144,,"Boston, MA",,2018-03-06 03:07:51,Sam_Medeiros_,52960401
1059,"trying to keep everyone happy been stressing me out, think it's time to just worry about myself.",970858469912993792,,RI ✈️ LA,,2018-03-06 03:07:51,SeriousGomes,343098343
106,RT @inarliswetrust: The owner. Give it back https://t.co/Xqf2ujROYu,970859240582713344,,"Boston, MA",,2018-03-06 03:10:55,Kennethsus,164937298
1060,"RT @AdamHimmelsbach: Celtics 105, Bulls 89. Final.
Boston led by as many as 37.
Cs improve to 5-1 since the break.",970858469552279552,,Steal'N Wendys Chicken Nuggets,,2018-03-06 03:07:51,JassyBravo,212992036
1061,"Hey JoJo Has Awesome Boobs Baby
@ItsJoseann @WWE #RAWMilwaukee",970858468981854208,,"Boston, MA",,2018-03-06 03:07:51,TheJonathanWard,154799585
1062,MORNING,970858468537257984,,"Medford, MA",,2018-03-06 03:07:51,WalnutHillWx,2561660994
1063,Winter Storm Watch Continued Wed 06:00 AM to Thu 10:00 AM. WINTER STORM WATCH REMAINS IN EFFECT FROM WEDNESDAY MORNING THROUGH THURSDAY,970858467811569664,,"Medford, MA",,2018-03-06 03:07:51,WalnutHillWx,2561660994
1064,RT @petemrogers: I love Deion Sanders 😂😂 https://t.co/t1s5QQWKxE,970858467698278400,,"Kyle, TX",,2018-03-06 03:07:51,ovobn6,40870793
1065,RT @SaraCivian: Hey baby r u goaltender interference because I have literally no idea what this is or where it's going,970858467303936000,,Canada,,2018-03-06 03:07:50,Yasiriously,45702595
1066,@lindseygjoka99 Same.,970858467023097856,,"Boston, MA",,2018-03-06 03:07:50,barebonesyoga,36243282
1067,RT @celtics: 1️⃣0️⃣k 👊 Congrats @al_horford! https://t.co/XJYoLld8u1,970858466414878720,,somewhere ,,2018-03-06 03:07:50,SFRESHH17,784950491230920704
1068,RT @reaghanhunt: why is being alive so expensive. im not even having a good time,970858464137408512,,IL,,2018-03-06 03:07:50,hydrangea23,16637952
1069,RT @_KevinSosa_: All Hispanic girls should get an Oscar bc tan dramáticas que son lmao,970858464028237824,,"Arizona, USA",,2018-03-06 03:07:50,geNjacPHX,227883132
107,@Hashtag_ErinG Public forever 💁🏼‍♀️,970859240259715072,,"Malden, MA",,2018-03-06 03:10:55,briannaworm,836678808019283968
1070,"RT @MontyBoa99: Veterans are leaving the NRA, because it's no longer the organization it was meant to be, teaching safe gun handling.
Now,…",970858463784976384,,Somewhere in California,,2018-03-06 03:07:50,MishElleSC,796415225109082112
1071,RT @SaraCivian: Hey baby r u goaltender interference because I have literally no idea what this is or where it's going,970858463717941248,,"Brampton, Ontario",,2018-03-06 03:07:50,daavid_cardoso,382295246
1072,"RT @RedSox: How about we speed up this off day with a #SoxSpring giveaway! 

RT for a chance to win this @mookiebetts signed ball! https://…",970858460723204096,,St. Louis,,2018-03-06 03:07:49,LehgoMyGreggo,55020120
1073,The cinematography of these segments should have been honored at the Oscars last night. #RAW,970858460450643968,,"Boston, MA",,2018-03-06 03:07:49,AshleyElizabeth,7305322
1074,RT @BartonTheFox: My Anthro New England 2018 photo album is now available! 📣Please RT and thank you for viewing! 🦊🤗 @Anthro_NE https://t.co…,970858460286943232,,USA,,2018-03-06 03:07:49,Lore4697,729205922
1075,RT @inarliswetrust: The owner. Give it back https://t.co/Xqf2ujROYu,970858460081516544,,"Queens, NY",,2018-03-06 03:07:49,mooksthadon,32581735
1076,RT @SaraCivian: Hey baby r u goaltender interference because I have literally no idea what this is or where it's going,970858458785435648,,Should be @ MTU,,2018-03-06 03:07:48,jonlob40,2850941762
1077,@BrittanyMDonald Because she wants to exploit them rather than become fair business partners,970858457883660288,,"Boston, MA",,2018-03-06 03:07:48,heymamore,613996216
108,"@Normachos i think it more has to do with buzzfeed calling her getting to her seat ""iconic""",970859240226254848,,"Boston, MA",,2018-03-06 03:10:55,UmbilicalKordei,368573600
1080,RT @debnamgrimes: this image is so powerful https://t.co/T8TU6CiBuC,970858453932658688,,Ciudad Autónoma de Bs. As.,,2018-03-06 03:07:47,xCelesteZoex,1116030984
1081,Raphael,970858451453739008,,"Boston, MA",,2018-03-06 03:07:47,mattl,661723
1082,RT @My_2_bratz: @AP Why would anyone want to watch a show where entitled narcassitic hypocrites lecture us? Not me.,970858451025956864,,USA USA,,2018-03-06 03:07:47,LittlePubGig,2149493108
1085,RT @joshfunkbooks: #ICYMI - I'm giving away my last advanced copy of LOST IN THE LIBRARY (which has a spiffy updated cover) - see the embed…,970858449289400320,,"Arlington, MA",,2018-03-06 03:07:46,TheresaMilstein,1128366296
1087,@GMA Stunning 😍,970858448635224064,,"Boston, MA",,2018-03-06 03:07:46,lindadavis175,967379111831375872
1088,@meg_Ieg Yehaw https://t.co/hJeXnDtreb,970858447938998272,,"Boston, MA",,2018-03-06 03:07:46,noturaveragejo3,1684800571
109,Paid Media must stop its SINFUL agenda of defaming INNOCENT Saints for TRP! #HinduUnityNeedOfTime https://t.co/5KAjhjcF5k,970859240108814336,,"Boston, MA",,2018-03-06 03:10:55,chander_hariom,2260450204
1090,RT @_KevinSosa_: All Hispanic girls should get an Oscar bc tan dramáticas que son lmao,970858446416502784,,"New York, NY",,2018-03-06 03:07:45,lyssetec726,429360612
1091,"#stirboston tonight teaching about Normandy, Calvados, and cidre. à Stir https://t.co/8x07X9hLz7",970858445829300224,,"Boston, MA",,2018-03-06 03:07:45,softestluna,23756578
1092,RT @inarliswetrust: The owner. Give it back https://t.co/Xqf2ujROYu,970858445229436928,,K-Town or Tallanasty,,2018-03-06 03:07:45,dachico12,523934232
1093,@sydanddestroy @stabxme @seamdawg631 @lowkeyscvmbxg I can give you a fist through the teeth,970858445116264448,,"Boston, MA",,2018-03-06 03:07:45,amandalabollita,56554449
1094,Celtics beat Bulls 105-89. They are 5-1 since the All-Star break with all five wins coming by 9+ points.,970858443849523200,,"Boston, MA",,2018-03-06 03:07:45,BrianTRobb,201482485
1095,RT @Marcthe_Great: Gotta be able to make something out of NOTHING 💯‼️ #hustleplays #gogethat https://t.co/xkx6N04VIZ,970858441156775936,,"Boston, MA",,2018-03-06 03:07:44,supreme_peter,482642711
1097,it’s embarrassing how many times I’ve looked at everyday objects and thought “wow that looks just like the emoji”,970858440573751296,,"Boston, MA",,2018-03-06 03:07:44,notdrspaceman,897356251
1098,RT @petemrogers: I love Deion Sanders 😂😂 https://t.co/t1s5QQWKxE,970858440338886656,,Nirvana,,2018-03-06 03:07:44,KeyChainBob,3070351236
1099,RT @techreview: Some entrepreneurs and tech leaders are saying that the time has come to leave the Valley. But not everyone is convinced. h…,970858439151828992,,Canada,,2018-03-06 03:07:44,AlbertoGalasso,22876619
11,"Keep Going Strong — Living in Sobriety, Recovery, and Addiction Recovery | Drug Addiction, Sober: https://t.co/Of8dV73JfJ via",970859330714128384,,"Boston, MA",,2018-03-06 03:11:16,SoberGridApp,2652499394
110,RT @petemrogers: I love Deion Sanders 😂😂 https://t.co/t1s5QQWKxE,970859239244640256,,Somewhere in California,,2018-03-06 03:10:54,Viajarrr,1861106204
1101,RT @reaghanhunt: https://t.co/jTGU4MVGh5,970858437931360256,,"New York, NY",,2018-03-06 03:07:43,yawnni,716107908451287040
1103,RT @SaraCivian: Hey baby r u goaltender interference because I have literally no idea what this is or where it's going,970858437474107392,,Sodasopa. Welcome home.,,2018-03-06 03:07:43,BenRemington,126773916
1104,@brianstelter You think he'll remember any of it Tom morning?,970858436270452736,,"Boston, MA",,2018-03-06 03:07:43,MyPlace4U,2341977604
1105,I get no respect 😂 I'm done for the year,970858435452571648,,"Boston, MA",,2018-03-06 03:07:43,jackalynnnnn,3478550952
1106,@ML829 @DLoesch Classy dude.  I’m sure you’re one of those liberal hypocrites that marches with a pussy hat on...fi… https://t.co/tzVDons3JW,970858435309985792,,"Boston, MA",,2018-03-06 03:07:43,bowen226,24791946
1108,"RT @NpVOTE: Voting with a disability can present challenges and services offered vary by state. For a comprehensive look, please check out…",970858434487836672,,East Dallas,,2018-03-06 03:07:43,BlueWallDems,892931386134470656
111,@amehzon_ This is violence,970859237734744064,,"Somerville, MA",,2018-03-06 03:10:54,gatorgoat,29353906
1111,“The Difference Between a Girlfriend and a woman” by T. Miller @B87FM @rexyfortyfive #poetry #smokinrhymes https://t.co/BCrMnhjraC,970858433242193920,,"Boston, MA",,2018-03-06 03:07:42,rexyfortyfive,1920202897
1113,"RT @RedZmudzien: #Quinnipiac is now looking for donations to the athletics department. I am IN, please just contact Navient or Sallie Mae t…",970858432692674560,,"Hoboken, NJ",,2018-03-06 03:07:42,LaurenRuby0312,925380453573496832
1114,The Celtics flatten the Chicago Bulls 105-89 tonight on the road to improve their record to 4-1 since the All-Star… https://t.co/7bLSxgBuxT,970858432579457024,,"Boston, MA",,2018-03-06 03:07:42,BeantownSportsH,889912385426915328
1116,"@CoreyTheGreat_ ""Its so nice that you call your sister mom"" https://t.co/C1Xhi89coE",970858430683582464,,"Cambridge, MA",,2018-03-06 03:07:42,Malevolent_Kidd,44860793
1117,RT @DanteOnDeck: 45-20 🍀,970858430163451904,,asheville nc,,2018-03-06 03:07:42,fulltiltboogie2,55831295
1118,Just when you don’t think @IAmEliasWWE can’t get any better! #SymphonyOfDestruction,970858429446328320,,"Boston, MA",,2018-03-06 03:07:41,JobberkNocker,726514650758651904
1119,RT @inarliswetrust: The owner. Give it back https://t.co/Xqf2ujROYu,970858428850728960,,✨ Jjong ✨,,2018-03-06 03:07:41,ThisShipWilSail,2734544957
112,RT @BiologistDan: A Question for @Starbucks: Why are you destroying our planet? Every year you choke our #environment with 4 billion plasti…,970859237336322048,,Red Lake ON,,2018-03-06 03:10:54,mongoose409,1353027698
1120,RT @asanagi: ハイエンドPCでFF15が快適に動くか検証した記事！2枚差しのSLI構成は効果なし https://t.co/qVcv5MXyEf,970858426724007936,,"Tokorozawa, Saitama",,2018-03-06 03:07:41,ivan_nvc,150584027
1121,RT @petemrogers: I love Deion Sanders 😂😂 https://t.co/t1s5QQWKxE,970858426405392384,,"McKinney, TX",,2018-03-06 03:07:41,cornell_savage,1902624356
1122,"RT @HarvardBiz: Should you trust your instinct — or an algorithm?
https://t.co/1k3dnu5rPZ",970858426359209984,,"Los Angeles, CA",,2018-03-06 03:07:41,JLemus,17893536
1123,@Marcthe_Great Shits ass,970858426308886528,,"Boston, MA",,2018-03-06 03:07:41,supreme_peter,482642711
1125,RT @NBCSCeltics: 🐸 ☕️ https://t.co/aFTZhkhyb4,970858423909830656,,"Nunyabinez, Wakanda",,2018-03-06 03:07:40,Cutrolosophy,47401956
1128,"Is my handle very accessible? No, but is it funny? Also no... but is there more to say on the topic? No.",970858421669986304,,"Boston, MA",,2018-03-06 03:07:40,cootermuncher34,1659354686
1129,RT @lil_seia: @leotoowavy @manisoles THE LIES YOU TELL BITCH,970858418092331008,,"Boston, MA",,2018-03-06 03:07:39,leotoowavy,141752772
113,RT @NBCSBoston: VIDEO - Could Kyle Lauletta become the next Jimmy Garoppolo? https://t.co/dSowJrDi9O #Patriots,970859235901919232,,"Washington, DC",,2018-03-06 03:10:54,ALitch9,3384741688
1131,I would have laughed so hard if the door was locked #RAW,970858415793811456,,"Boston, MA",,2018-03-06 03:07:38,MikeMcMahonPW,315198575
1133,RT @RivalsNation: Congrats to the Brooks School who captured the 2018 NEPSAC Class B Championship.  A special congrats to Keigan Kerby who…,970858415558942720,,BG x PW,,2018-03-06 03:07:38,Wabissa_B11,2848258720
1134,@nickisnixed have you seen planetes &amp; would you draw any comparisons? this screenshot entices me,970858414166478848,,"Cambridge, MA",,2018-03-06 03:07:38,stanfillco,519982013
1135,@MathMinds @mavenofmath @kassiaowedekind Right. Thanks for reminding me of the important goal and why we are doing this!,970858413843415040,,"Boston, MA",,2018-03-06 03:07:38,heidifessenden,719687226297335808
1136,RT @killuawe: after school kissing https://t.co/4pkBJ4ROQH,970858413109456896,,"Boston, MA",,2018-03-06 03:07:38,faito_dayoz,843929402358616064
1137,RT @SaraCivian: Hey baby r u goaltender interference because I have literally no idea what this is or where it's going,970858412346150912,,"Tulsa, OK",,2018-03-06 03:07:37,Sneeze7x,204071267
1139,RT @inarliswetrust: The owner. Give it back https://t.co/Xqf2ujROYu,970858411758903296,,"Ohio, USA",,2018-03-06 03:07:37,ilianaknowsbest,258383982
1140,@DexentoOW https://t.co/LrTerKeLc1,970858410148327424,,"Boston, MA",,2018-03-06 03:07:37,Bijt3n,904729721061216256
1141,RT @ValaAfshar: This airport in India runs 100% on solar energy 🇮🇳 https://t.co/Q268satHb4,970858409590484992,,"New Delhi, India",,2018-03-06 03:07:37,journorajat,1407735283
1142,@aaronfryman You mean you WOULDN'T give up a moderate boost in income in order to watch one of your colleagues hit… https://t.co/lMRnfnNrNt,970858409548550144,,"Boston, MA",,2018-03-06 03:07:37,legranster,66700339
1143,"RT @Marc_DAmico: FINAL: Celtics 105, Bulls 89

Jaylen Brown scored a game-high 21 points and the Celtics led by as many as 37 - yes, THIRTY…",970858406465728512,,Steal'N Wendys Chicken Nuggets,,2018-03-06 03:07:36,JassyBravo,212992036
1144,RT @petemrogers: I love Deion Sanders 😂😂 https://t.co/t1s5QQWKxE,970858403395448832,,soflo,,2018-03-06 03:07:35,zayy_glo,725126554662133760
1145,"@True_Nidas Nah it’s very simple chords, separated by high D or Db octaves",970858401717776384,,"Boston, MA",,2018-03-06 03:07:35,EPM_ssb4,716695494785966080
1146,The rose falling apart as quickly as their relationship/engagement... #TheBachelor #TheBachelorFinale,970858401675833344,,"Boston, MA",,2018-03-06 03:07:35,Missashleyrene,55115218
1147,RT @MLL_Lacrosse: Seven weeks until the season starts #MondayMotivation https://t.co/pATIKdgXn3,970858401063489536,,"Chesepeake,Virginia ",,2018-03-06 03:07:35,757_Curry,848612512140587008
1149,I stand with women today and every day. Join me as I say #HereWeAre https://t.co/J2gdQ9xfjg,970858400232955904,,"Boston, MA",,2018-03-06 03:07:34,maureen_ferrari,838650768
115,RT @dtrevett: .@wybahr talking about the power of unlocking new opportunities in new buying centers with the #CiscoPartner Ecosystem at #CL…,970859232449966080,,"OKC, OK",,2018-03-06 03:10:53,Bryan_Bedford,19673177
1150,RT @JoeEliseon: Is she a ghost or something else? FIVE MINUTES MORE AND OTHER STORIES https://t.co/qEmgAtKDKO #romance #fantasy #BookBoost…,970858399410696192,,Albuquerque,,2018-03-06 03:07:34,SSBazinet,408091290
1151,@leotoowavy @manisoles THE LIES YOU TELL BITCH,970858397821259776,,"Boston, MA",,2018-03-06 03:07:34,lil_seia,798192238450839552
1152,RT @reaghanhunt: https://t.co/jTGU4MVGh5,970858397393457152,,ey/em,,2018-03-06 03:07:34,dirtbutch,778513486754246656
1153,"विदेशी ताकतों के इशारे पर ही निर्दोष हिंदू संत सताये जा रहे हैं,जैसे Sant Shree Asaram Bapu Ji.… https://t.co/q7Xm7kiZmB",970858396843945984,,"Boston, MA",,2018-03-06 03:07:34,chander_hariom,2260450204
1155,@J_Car_Net Congrats!! Love the cat too.,970858395497631744,,"Boston, MA",,2018-03-06 03:07:33,Firedup2020,16744372
1156,105-89 final. Celtics win easy without Kyrie Irving. Jaylen Brown lead the way with 21 points and 4 rebounds. #CelticsTalk,970858395166281728,,"Cambridge, MA",,2018-03-06 03:07:33,MassAveSports_,927663197842264064
1157,RT @SaraCivian: Hey baby r u goaltender interference because I have literally no idea what this is or where it's going,970858392867794944,,"Toronto, Ontario",,2018-03-06 03:07:33,sarahmapleleaf,737462293315878912
1158,RT @thistallawkgirl: Sam Nunberg has lost his mind. But at least he can still buy a gun.,970858391634558976,,"San Mateo, CA",,2018-03-06 03:07:32,blitheringtoday,391695108
1159,RT @insatiablevine: 2012 Red @twentytenwines ~ Napa Valley ~ Difficult roads often lead to beautiful destinations.  #TwentyTen a bottle wea…,970858390791467008,,"Hayward, CA",,2018-03-06 03:07:32,_drazzari,285708096
116,@BlueTeamGirl78 @BethLynch2020 @JenKirkman Little has changed since Phil Ochs sang “Love me I’m a Liberal.”   Red-b… https://t.co/mvLgQp4Tkv,970859232181571584,,"Boston, MA",,2018-03-06 03:10:53,ThomCincotta,898681729
1160,Tell ur kids I said “emoji”,970858390778937344,,"Boston, MA",,2018-03-06 03:07:32,CatChWReck,57113676
1161,"TV pitch: Put Trump’s ex staffers on a reality show. It’ll be like Survivor but instead of voting people off, the p… https://t.co/DRbPlgiD1c",970858390762278912,,"Boston, MA",,2018-03-06 03:07:32,MollyRoseTarpey,889516305774202880
1162,😭😭😭😭 https://t.co/m0IPgVDy1J,970858390699245568,,"Boston, MA",,2018-03-06 03:07:32,jae_apostrophe,64726593
1163,"Nah Betty Gabriel's dress was amazing, holy shit.",970858389612920832,,Helping The Bear,,2018-03-06 03:07:32,mikeapedia101,157096271
1164,"RT @RedsArmy_John: @SamSheehan ""Baby, when I look into your eyes, I feel the same way I do when we execute the perfect pin-down with second…",970858389592002560,,"Omaha, NE",,2018-03-06 03:07:32,Late_McAndrews,820725013
1165,"RT @GregLevinsky: Behind Shyan Mwai's game-high 22 points and an incredible all-around effort by sophomore Nikrishla Yrrizarry, 6th-seeded…",970858389151584256,,"Lowell MA, USA",,2018-03-06 03:07:32,jhardy777,25568532
1166,RT @mdanilova: “I will choose you every day” -Ari 🧐📆📉⏰#countdown #thebachelor #thebachelorfinale,970858389097140224,,"Georgia, USA",,2018-03-06 03:07:32,ChiclyOre,816479606580592640
